2747,7,57.94592499732971
2746,11,97.61022329330444
2745,11,98.92557859420776
2744,11,66.33156538009644
2743,7,52.133989334106445
2742,7,99.4832992553711
2741,7,98.11650514602661
2740,7,82.56967067718506
2739,7,61.383241415023804
2738,11,94.58892941474915
2737,11,84.25753116607666
2736,6,60.02652049064636
2735,12,72.7945864200592
2734,10,98.37537407875061
2733,12,75.75618624687195
2732,12,63.154590129852295
2731,12,17.409607768058777
2730,7,68.99181604385376
2729,7,74.22314882278442
2728,5,45.64949572086334
2727,7,36.65715456008911
2726,8,97.87685871124268
2725,1,26.620566844940186
2724,6,95.91642022132874
2723,12,38.774505257606506
2722,10,46.70931398868561
2721,12,62.38831281661987
2720,8,48.350125551223755
2719,9,85.19178032875061
2718,2,39.17369842529297
2717,11,93.30527782440186
2716,7,65.04836082458496
2715,9,82.70055651664734
2714,7,72.16343879699707
2713,7,95.10997533798218
2712,7,87.02799081802368
2711,11,67.83549189567566
2710,11,68.7011182308197
2709,9,72.75798320770264
2708,6,53.991806507110596
2707,1,77.40561962127686
2706,10,88.85872960090637
2705,1,24.72383975982666
2704,7,77.26132869720459
2703,7,99.61674213409424
2702,7,99.73631501197815
2701,7,97.53808975219727
2700,7,89.8262083530426
2699,11,70.8891212940216
2698,11,87.03423738479614
2697,6,96.20192050933838
2696,6,97.92309999465942
2695,6,74.7098445892334
2694,6,35.49385964870453
2693,10,84.17065143585205
2692,10,94.98419761657715
2691,10,93.27320456504822
2690,10,96.2012231349945
2689,10,87.39023804664612
2688,10,68.7606155872345
2687,7,43.64579916000366
2686,8,50.18145442008972
2685,6,86.49483919143677
2684,6,98.31032752990723
2683,6,87.16691136360168
2682,8,82.56190419197083
2681,10,90.35500288009644
2680,10,76.7673671245575
2679,10,88.22680115699768
2678,12,60.67788004875183
2677,12,38.24634552001953
2676,7,81.51828646659851
2675,7,92.65443086624146
2674,7,86.85576915740967
2673,7,66.57351851463318
2672,11,84.874427318573
2671,11,77.97616720199585
2670,11,83.42597484588623
2669,10,57.641637325286865
2668,12,87.34760284423828
2667,8,61.63141131401062
2666,6,85.6489896774292
2665,6,63.48984241485596
2664,8,45.45117914676666
2663,8,98.85095357894897
2662,6,63.15041780471802
2661,6,82.03675746917725
2660,3,42.86537766456604
2659,8,98.97063970565796
2658,10,72.41399884223938
2657,12,30.949047207832336
2656,10,76.70150995254517
2655,3,79.8022449016571
2654,8,31.141111254692078
2653,1,23.177891969680786
2652,12,61.026328802108765
2651,6,53.59283685684204
2650,5,33.151862025260925
2649,8,95.16664743423462
2648,6,33.674609661102295
2647,6,58.422499895095825
2646,12,46.79555296897888
2645,8,97.77119755744934
2644,12,37.5078022480011
2643,9,63.89303803443909
2642,11,27.040138840675354
